time,q,prcp,et
2010/8/23 18:00,113,1.0,0
2010/8/23 19:00,117.5,0.8,0
2010/8/23 20:00,122,1.0,0
2010/8/23 21:00,127.5,1.8,0
2010/8/23 22:00,133,2.1,0
2010/8/23 23:00,144,2.2,0
2010/8/24 0:00,155,2.7,0
2010/8/24 1:00,171,2.9,0
2010/8/24 2:00,187,3.1,0
2010/8/24 3:00,224.5,2.6,0
2010/8/24 4:00,262,3.1,0
2010/8/24 5:00,296.5,3.0,0
2010/8/24 6:00,331,3.1,0
2010/8/24 7:00,368,3.3,0
2010/8/24 8:00,405,2.6,0
2010/8/24 9:00,449.6666667,1.8,0
2010/8/24 10:00,494.3333333,1.7,0
2010/8/24 11:00,539,1.4,0
2010/8/24 12:00,613,0.9,0
2010/8/24 13:00,663.3333333,1.0,0
2010/8/24 14:00,713.6666667,1.1,0
2010/8/24 15:00,764,1.0,0
2010/8/24 16:00,816,0.7,0
2010/8/24 17:00,846.5,0.6,0
2010/8/24 18:00,877,0.6,0
2010/8/24 19:00,914,0.5,0
2010/8/24 20:00,914,0.4,0
2010/8/24 21:00,910,0.3,0
2010/8/24 22:00,906,0.3,0
2010/8/24 23:00,895,0.3,0
2010/8/25 0:00,884,0.3,0
2010/8/25 1:00,838.5,0.3,0
2010/8/25 2:00,793,0.3,0
2010/8/25 3:00,778.5,0.2,0
2010/8/25 4:00,764,0.2,0
2010/8/25 5:00,729.5,0.2,0
2010/8/25 6:00,695,0.2,0
2010/8/25 7:00,681,0.2,0
2010/8/25 8:00,667,0.2,0
2010/8/25 9:00,645,0.0,0
2010/8/25 10:00,623,0.0,0
2010/8/25 11:00,601,0.0,0
2010/8/25 12:00,579,0.0,0
2010/8/25 13:00,562.3333333,0.0,0
2010/8/25 14:00,545.6666667,0.1,0
2010/8/25 15:00,529,0.1,0
2010/8/25 16:00,512.3333333,0.1,0
2010/8/25 17:00,495.6666667,0.0,0
2010/8/25 18:00,479,0.1,0
2010/8/25 19:00,463.5,0.0,0
2010/8/25 20:00,448,0.0,0
2010/8/25 21:00,432.75,0.0,0
2010/8/25 22:00,417.5,0.0,0
2010/8/25 23:00,402.25,0.0,0
2010/8/26 0:00,387,0.0,0.1
2010/8/26 1:00,375.8333333,0.0,0.1
2010/8/26 2:00,364.6666667,0.0,0.1
2010/8/26 3:00,353.5,0.0,0.1
2010/8/26 4:00,342.3333333,0.0,0.1
2010/8/26 5:00,331.1666667,0.0,0.1
2010/8/26 6:00,320,0.0,0.1
2010/8/26 7:00,309.5,0.0,0.1
2010/8/26 8:00,299,0.0,0.1
2010/8/26 9:00,292.75,0.0,0.1
2010/8/26 10:00,286.5,0.0,0.1
2010/8/26 11:00,280.25,0.0,0.1
2010/8/26 12:00,274,0.0,0.1
2010/8/26 13:00,267.75,0.0,0.1
2010/8/26 14:00,261.5,0.0,0.1
2010/8/26 15:00,255.25,0.0,0.1
2010/8/26 16:00,249,0.0,0.1
2010/8/26 17:00,242.75,0.2,0.1
2010/8/26 18:00,236.5,0.0,0.1
2010/8/26 19:00,230.25,0.0,0.1
2010/8/26 20:00,224,0.0,0.1
2010/8/26 21:00,218.9166667,0.0,0.1
2010/8/26 22:00,213.8333333,0.0,0.1
2010/8/26 23:00,208.75,0.0,0.1
2010/8/27 0:00,203.6666667,0.0,0.1
2010/8/27 1:00,198.5833333,0.0,0.1
2010/8/27 2:00,193.5,0.0,0.1
2010/8/27 3:00,188.4166667,0.0,0.1
2010/8/27 4:00,183.3333333,0.0,0.1
2010/8/27 5:00,178.25,0.0,0.1
2010/8/27 6:00,173.1666667,0.0,0.1
2010/8/27 7:00,168.0833333,0.0,0.1
2010/8/27 8:00,163,0.0,0.1
2010/8/27 9:00,157.25,0.0,0.1
2010/8/27 10:00,151.5,0.0,0.1
2010/8/27 11:00,145.75,0.0,0.1
2010/8/27 12:00,140,0.0,0.1
2010/8/27 13:00,134.75,0.0,0.1
2010/8/27 14:00,129.5,0.0,0.1
2010/8/27 15:00,124.25,0.0,0.1
2010/8/27 16:00,119,0.0,0.1
