时间,降雨量,时段
2010-08-22 20:00:00,0.6,5
2010-08-22 21:00:00,0.1,1
2010-08-23 08:00:00,4.9,6
2010-08-23 14:00:00,2.4,3
2010-08-23 15:00:00,2.8,1
2010-08-23 20:00:00,5.2,5
2010-08-23 21:00:00,1.9,1
2010-08-23 22:00:00,2.7,1
2010-08-23 23:00:00,2.0,1
2010-08-24 00:00:00,3.3,1
2010-08-24 01:00:00,3.2,1
2010-08-24 02:00:00,2.7,1
2010-08-24 03:00:00,1.8,1
2010-08-24 04:00:00,3.5,1
2010-08-24 05:00:00,3.1,1
2010-08-24 06:00:00,4.3,1
2010-08-24 07:00:00,4.5,1
2010-08-24 08:00:00,1.7,1
2010-08-24 14:00:00,8.5,6
2010-08-24 20:00:00,4.9,6
2010-08-25 02:00:00,3.3,6
2010-08-25 08:00:00,1.6,6
2010-08-25 14:00:00,1.0,1
2010-08-25 15:00:00,0.7,1
2010-08-25 20:00:00,0.2,4
