时间,降雨量,时段
2011-09-17 02:00:00,2.2,2
2011-09-17 05:00:00,4.0,3
2011-09-17 06:00:00,2.8,1
2011-09-17 07:00:00,4.2,1
2011-09-17 08:00:00,3.4,1
2011-09-17 13:00:00,8.0,5
2011-09-17 14:00:00,2.6,1
2011-09-17 20:00:00,11.2,6
2011-09-17 23:00:00,4.2,3
2011-09-18 00:00:00,2.6,1
2011-09-18 02:00:00,3.8,2
2011-09-18 04:00:00,2.4,2
2011-09-18 05:00:00,3.8,1
2011-09-18 06:00:00,2.6,1
2011-09-18 08:00:00,4.2,2
2011-09-18 09:00:00,2.6,1
2011-09-18 10:00:00,3.4,1
2011-09-18 11:00:00,4.8,1
2011-09-18 12:00:00,2.8,1
2011-09-18 13:00:00,2.0,1
2011-09-18 14:00:00,3.0,1
2011-09-18 15:00:00,1.6,1
2011-09-18 16:00:00,2.8,1
2011-09-18 17:00:00,3.8,1
2011-09-18 20:00:00,4.4,3
2011-09-18 22:00:00,0.2,1
2011-09-19 00:00:00,0.2,1
2011-09-20 02:00:00,0.2,1
2011-09-20 03:00:00,0.2,1
