时间,降雨量,时段
2008-07-21 06:26:00,0.3,0.04
2008-07-21 06:36:00,1.6,0.1
2008-07-21 06:50:00,0.5,0.14
2008-07-21 07:00:00,1.6,0.1
2008-07-21 07:20:00,1.8,0.2
2008-07-21 07:40:00,1.7,0.2
2008-07-21 08:00:00,0.2,0.2
2008-07-21 08:11:00,0.3,0.11
2008-07-21 08:14:00,0.7,0.03
2008-07-21 08:50:00,0.4,0.36
2008-07-21 08:52:00,0.2,0.02
2008-07-21 08:54:00,0.7,0.02
2008-07-21 09:00:00,1.2,0.06
2008-07-21 09:06:00,1.1,0.06
2008-07-21 09:30:00,2.3,0.24
2008-07-21 09:50:00,0.9,0.2
2008-07-21 09:54:00,0.9,0.04
2008-07-21 10:00:00,0.5,0.06
2008-07-21 10:10:00,0.5,0.1
2008-07-21 10:18:00,1.4,0.08
2008-07-21 10:24:00,0.5,0.06
2008-07-21 10:27:00,0.7,0.03
2008-07-21 11:17:00,4.5,0.13
2008-07-21 11:24:00,2,0.07
2008-07-21 11:27:00,0.5,0.03
2008-07-21 11:30:00,0.7,0.03
2008-07-21 11:33:00,1.3,0.03
2008-07-21 11:37:00,0.9,0.04
2008-07-21 11:40:00,0.7,0.03
2008-07-21 11:51:00,0.8,0.11
2008-07-21 11:53:00,0.7,0.02
2008-07-21 12:00:00,0.7,0.07
2008-07-21 12:15:00,0.7,0.15
2008-07-21 12:37:00,0.1,0.22
2008-07-21 12:49:00,0.9,0.12
2008-07-21 12:53:00,0.8,0.04
2008-07-21 13:00:00,0.2,0.07
2008-07-21 13:10:00,0.1,0.1
2008-07-21 13:27:00,1.2,0.17
2008-07-21 13:51:00,0.6,0.24
2008-07-21 14:00:00,1,0.09
2008-07-21 14:33:00,1.5,0.33
2008-07-21 14:35:00,0.3,0.02
2008-07-21 15:00:00,0.9,0.25
2008-07-21 15:04:00,0.1,0.04
2008-07-21 15:10:00,0.7,0.06
2008-07-21 15:22:00,0.7,0.12
2008-07-21 15:40:00,0.2,0.18
2008-07-21 16:00:00,0.8,0.2
2008-07-21 16:35:00,1.9,0.35
2008-07-21 16:46:00,1.5,0.11
2008-07-21 16:47:00,2.9,0.01
2008-07-21 16:48:00,2.1,0.01
2008-07-21 16:50:00,0.3,0.02
2008-07-21 16:54:00,1.2,0.04
2008-07-21 17:00:00,0.3,0.06
2008-07-21 17:40:00,2.1,0.4
2008-07-21 17:50:00,1.2,0.1
2008-07-21 18:00:00,1.1,0.1
2008-07-21 18:33:00,1.7,0.33
2008-07-21 19:00:00,1.7,0.27
2008-07-21 19:30:00,1.9,0.3
2008-07-21 19:40:00,1,0.1
2008-07-21 20:00:00,0.6,0.2
2008-07-21 20:44:00,1.3,0.44
2008-07-21 22:00:00,0.2,1
2008-07-21 23:00:00,0.1,1
2008-07-21 23:26:00,0.2,0.26
2008-07-22 00:00:00,1.2,0.34
2008-07-22 01:00:00,0.9,1
2008-07-22 01:24:00,0.5,0.24
2008-07-22 02:10:00,0.1,0.1
2008-07-22 03:00:00,0.2,0.5
2008-07-22 03:40:00,0.2,0.4
2008-07-22 04:00:00,0.8,0.2
2008-07-22 04:35:00,1.9,0.35
2008-07-22 05:00:00,2,0.25
2008-07-22 05:10:00,1,0.1
2008-07-22 05:20:00,1.4,0.1
2008-07-22 05:40:00,1.5,0.2
2008-07-22 06:00:00,0.9,0.2
2008-07-22 06:23:00,1.8,0.02
2008-07-22 07:00:00,0.7,0.37
2008-07-22 07:20:00,0.1,0.2
2008-07-22 09:00:00,0.1,1
2008-07-22 10:00:00,1,1
2008-07-22 10:10:00,0.1,0.1
2008-07-22 15:00:00,0.2,0.1
2008-07-22 15:10:00,0.1,0.1
2008-07-22 16:10:00,0.2,0.1
