时间,降雨量,时段
2008-07-21 06:00:00,3,1
2008-07-21 07:00:00,3.8,1
2008-07-21 08:00:00,3.4,1
2008-07-21 09:00:00,1.6,1
2008-07-21 10:00:00,4.6,1
2008-07-21 11:00:00,6.8,1
2008-07-21 12:00:00,2.4,1
2008-07-21 13:00:00,2.6,1
2008-07-21 14:00:00,1.4,1
2008-07-21 18:00:00,7.6,4
2008-07-21 19:00:00,9.8,1
2008-07-21 20:00:00,3.6,1
2008-07-21 23:59:00,5,3.59
2008-07-22 01:00:00,5.2,1
2008-07-22 02:00:00,0.8,1
2008-07-22 03:00:00,1.2,1
2008-07-22 04:00:00,5,1
2008-07-22 05:00:00,2.8,1
2008-07-22 06:00:00,3,1
2008-07-22 11:00:00,1.8,2
2008-07-22 18:00:00,1.4,3
