时间,降雨量,时段
2012-09-11 02:05:00,0.6,0.05
2012-09-11 02:10:00,0.4,0.05
2012-09-11 02:15:00,0.2,0.05
2012-09-11 02:20:00,0.4,0.05
2012-09-11 02:25:00,0.4,0.05
2012-09-11 02:30:00,0.2,0.05
2012-09-11 02:35:00,0.2,0.05
2012-09-11 02:55:00,0.2,0.2
2012-09-11 03:10:00,0.2,0.1
2012-09-11 03:20:00,0.2,0.1
2012-09-11 03:25:00,0.2,0.05
2012-09-11 03:30:00,0.2,0.05
2012-09-11 03:40:00,0.6,0.1
2012-09-11 03:45:00,0.4,0.05
2012-09-11 03:50:00,0.4,0.05
2012-09-11 03:55:00,0.6,0.05
2012-09-11 04:00:00,0.6,0.05
2012-09-11 04:05:00,0.4,0.05
2012-09-11 04:10:00,0.4,0.05
2012-09-11 04:15:00,0.4,0.05
2012-09-11 04:20:00,0.2,0.05
2012-09-11 04:25:00,0.4,0.05
2012-09-11 04:30:00,0.2,0.05
2012-09-11 04:35:00,0.4,0.05
2012-09-11 04:40:00,0.4,0.05
2012-09-11 04:45:00,0.2,0.05
2012-09-11 04:50:00,0.2,0.05
2012-09-11 04:55:00,0.2,0.05
2012-09-11 05:00:00,0.4,0.05
2012-09-11 05:05:00,0.2,0.05
2012-09-11 05:10:00,0.4,0.05
2012-09-11 05:15:00,0.4,0.05
2012-09-11 05:20:00,0.2,0.05
2012-09-11 05:25:00,0.4,0.05
2012-09-11 05:30:00,0.4,0.05
2012-09-11 05:35:00,0.4,0.05
2012-09-11 05:40:00,0.2,0.05
2012-09-11 05:45:00,0.2,0.05
2012-09-11 05:50:00,0.2,0.05
2012-09-11 06:00:00,0.2,0.1
2012-09-11 06:15:00,0.2,0.15
2012-09-11 06:20:00,0.2,0.05
2012-09-11 06:25:00,0.2,0.05
2012-09-11 06:30:00,0.2,0.05
2012-09-11 06:45:00,0.2,0.15
2012-09-11 07:10:00,0.2,0.1
2012-09-11 07:40:00,0.2,0.3
2012-09-11 07:45:00,0.2,0.05
2012-09-11 07:50:00,0.4,0.05
2012-09-11 08:00:00,0.2,0.1
2012-09-11 08:05:00,0.2,0.05
2012-09-11 08:10:00,0.4,0.05
2012-09-11 08:15:00,0.2,0.05
2012-09-11 08:20:00,0.2,0.05
2012-09-11 08:25:00,0.2,0.05
2012-09-11 08:30:00,0.2,0.05
2012-09-11 08:35:00,0.4,0.05
2012-09-11 08:45:00,0.2,0.1
2012-09-11 09:05:00,0.2,0.05
2012-09-11 09:15:00,0.2,0.1
